gene_name	query	indication_meshId	indication_meshName	clinical_success
EGFR	[MASK] is a promising drug target for the treatment of diabetic nephropathies.	D003928	Diabetic Nephropathies	0
EGFR	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	1
EGFR	[MASK] is a promising drug target for the treatment of chronic kidney failure.	D007676	Kidney Failure, Chronic	0
EGFR	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
EGFR	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
EGFR	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
EGFR	[MASK] is a promising drug target for the treatment of neuralgia.	D009437	Neuralgia	0
EGFR	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
EGFR	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
EGFR	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
EGFR	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	0
EGFR	[MASK] is a promising drug target for the treatment of skin neoplasms.	D012878	Skin Neoplasms	0
EGFR	[MASK] is a promising drug target for the treatment of thymus neoplasms.	D013953	Thymus Neoplasms	0
EGFR	[MASK] is a promising drug target for the treatment of endometrial neoplasms.	D016889	Endometrial Neoplasms	0
EGFR	[MASK] is a promising drug target for the treatment of primitive neuroectodermal tumors.	D018242	Neuroectodermal Tumors, Primitive	0
EGFR	[MASK] is a promising drug target for the treatment of neuroendocrine tumors.	D018358	Neuroendocrine Tumors	0
EGFR	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	0
EGLN1	[MASK] is a promising drug target for the treatment of anemia.	D000740	Anemia	1
EGLN2	[MASK] is a promising drug target for the treatment of anemia.	D000740	Anemia	1
EGLN2	[MASK] is a promising drug target for the treatment of brain ischemia.	D002545	Brain Ischemia	0
EGLN2	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
EGLN2	[MASK] is a promising drug target for the treatment of ischemia.	D007511	Ischemia	0
EGLN2	[MASK] is a promising drug target for the treatment of peripheral vascular diseases.	D016491	Peripheral Vascular Diseases	0
EGLN3	[MASK] is a promising drug target for the treatment of anemia.	D000740	Anemia	1
EGR1	[MASK] is a promising drug target for the treatment of postoperative pain.	D010149	Pain, Postoperative	0
EIF5A	[MASK] is a promising drug target for the treatment of non-hodgkin lymphoma.	D008228	Lymphoma, Non-Hodgkin	0
EIF5A	[MASK] is a promising drug target for the treatment of multiple myeloma.	D009101	Multiple Myeloma	0
EIF5A	[MASK] is a promising drug target for the treatment of b-cell lymphoma.	D016393	Lymphoma, B-Cell	0
EIF5A	[MASK] is a promising drug target for the treatment of diffuse large b-cell lymphoma.	D016403	Lymphoma, Large B-Cell, Diffuse	0
EIF5A	[MASK] is a promising drug target for the treatment of mantle-cell lymphoma.	D020522	Lymphoma, Mantle-Cell	0
ELANE	[MASK] is a promising drug target for the treatment of bronchiectasis.	D001987	Bronchiectasis	0
ELANE	[MASK] is a promising drug target for the treatment of atopic dermatitis.	D003876	Dermatitis, Atopic	0
ELANE	[MASK] is a promising drug target for the treatment of chronic obstructive pulmonary disease.	D029424	Pulmonary Disease, Chronic Obstructive	0
ELANE	[MASK] is a promising drug target for the treatment of netherton syndrome.	D056770	Netherton Syndrome	0
ENG	[MASK] is a promising drug target for the treatment of urinary bladder neoplasms.	D001749	Urinary Bladder Neoplasms	0
ENG	[MASK] is a promising drug target for the treatment of brain neoplasms.	D001932	Brain Neoplasms	0
ENG	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
ENG	[MASK] is a promising drug target for the treatment of fallopian tube neoplasms.	D005185	Fallopian Tube Neoplasms	0
ENG	[MASK] is a promising drug target for the treatment of glioblastoma.	D005909	Glioblastoma	0
ENG	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
ENG	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
ENG	[MASK] is a promising drug target for the treatment of medulloblastoma.	D008527	Medulloblastoma	0
ENG	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
ENG	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
ENG	[MASK] is a promising drug target for the treatment of peritoneal neoplasms.	D010534	Peritoneal Neoplasms	0
ENG	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
ENG	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	0
ENG	[MASK] is a promising drug target for the treatment of trophoblastic neoplasms.	D014328	Trophoblastic Neoplasms	0
ENG	[MASK] is a promising drug target for the treatment of wet macular degeneration.	D057135	Wet Macular Degeneration	0
ENPEP	[MASK] is a promising drug target for the treatment of heart failure.	D006333	Heart Failure	0
ENPEP	[MASK] is a promising drug target for the treatment of pulmonary hypertension.	D006976	Hypertension, Pulmonary	0
ENPP2	[MASK] is a promising drug target for the treatment of systemic scleroderma.	D012595	Scleroderma, Systemic	0
ENPP2	[MASK] is a promising drug target for the treatment of diffuse scleroderma.	D045743	Scleroderma, Diffuse	0
ENPP2	[MASK] is a promising drug target for the treatment of limited scleroderma.	D045745	Scleroderma, Limited	0
ENPP2	[MASK] is a promising drug target for the treatment of idiopathic pulmonary fibrosis.	D054990	Idiopathic Pulmonary Fibrosis	0
ENPP3	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
ENTPD1	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
EPAS1	[MASK] is a promising drug target for the treatment of brain neoplasms.	D001932	Brain Neoplasms	0
EPAS1	[MASK] is a promising drug target for the treatment of glioblastoma.	D005909	Glioblastoma	0
EPAS1	[MASK] is a promising drug target for the treatment of von hippel-lindau disease.	D006623	von Hippel-Lindau Disease	1
EPAS1	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	1
EPAS1	[MASK] is a promising drug target for the treatment of medulloblastoma.	D008527	Medulloblastoma	0
EPAS1	[MASK] is a promising drug target for the treatment of hemangioblastoma.	D018325	Hemangioblastoma	1
EPAS1	[MASK] is a promising drug target for the treatment of neuroendocrine tumors.	D018358	Neuroendocrine Tumors	1
EPCAM	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
EPCAM	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	0
EPHA1	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
EPHA1	[MASK] is a promising drug target for the treatment of fallopian tube neoplasms.	D005185	Fallopian Tube Neoplasms	0
EPHA1	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
EPHA1	[MASK] is a promising drug target for the treatment of leukemia.	D007938	Leukemia	0
EPHA1	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
EPHA1	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
EPHA1	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
EPHA1	[MASK] is a promising drug target for the treatment of multiple myeloma.	D009101	Multiple Myeloma	0
EPHA1	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
EPHA1	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
EPHA1	[MASK] is a promising drug target for the treatment of peritoneal neoplasms.	D010534	Peritoneal Neoplasms	0
EPHA1	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	0
EPHA1	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
EPHA1	[MASK] is a promising drug target for the treatment of b-cell chronic lymphocytic leukemia.	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	0
EPHA1	[MASK] is a promising drug target for the treatment of bcr-abl positive chronic myelogenous leukemia.	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	0
EPHA1	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	0
EPHA1	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0
EPHA2	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
EPHA2	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
EPHA2	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
EPHA2	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
EPHA2	[MASK] is a promising drug target for the treatment of small cell lung carcinoma.	D055752	Small Cell Lung Carcinoma	0
EPHX2	[MASK] is a promising drug target for the treatment of hypertension.	D006973	Hypertension	0
EPHX2	[MASK] is a promising drug target for the treatment of metabolic syndrome.	D024821	Metabolic Syndrome	0
EPOR	[MASK] is a promising drug target for the treatment of anemia.	D000740	Anemia	1
EPOR	[MASK] is a promising drug target for the treatment of aplastic anemia.	D000741	Anemia, Aplastic	1
EPOR	[MASK] is a promising drug target for the treatment of blood coagulation disorders.	D001778	Blood Coagulation Disorders	1
EPOR	[MASK] is a promising drug target for the treatment of schizophrenia.	D012559	Schizophrenia	0
ERBB2	[MASK] is a promising drug target for the treatment of urinary bladder neoplasms.	D001749	Urinary Bladder Neoplasms	1
ERBB2	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	1
ERBB2	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
ERBB2	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	1
ERBB2	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
ERBB2	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
ERBB2	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
ERBB2	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
ERBB2	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	0
ERBB2	[MASK] is a promising drug target for the treatment of skin neoplasms.	D012878	Skin Neoplasms	0
ERBB2	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	1
ERBB2	[MASK] is a promising drug target for the treatment of thymus neoplasms.	D013953	Thymus Neoplasms	0
ERBB2	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	1
ERBB2	[MASK] is a promising drug target for the treatment of primitive neuroectodermal tumors.	D018242	Neuroectodermal Tumors, Primitive	0
ERBB2	[MASK] is a promising drug target for the treatment of neuroendocrine tumors.	D018358	Neuroendocrine Tumors	0
ERBB3	[MASK] is a promising drug target for the treatment of bile duct neoplasms.	D001650	Bile Duct Neoplasms	0
ERBB3	[MASK] is a promising drug target for the treatment of fallopian tube neoplasms.	D005185	Fallopian Tube Neoplasms	0
ERBB3	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
ERBB3	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
ERBB3	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
ERBB3	[MASK] is a promising drug target for the treatment of peritoneal neoplasms.	D010534	Peritoneal Neoplasms	0
ERBB3	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	0
ERBB3	[MASK] is a promising drug target for the treatment of ewing sarcoma.	D012512	Sarcoma, Ewing	0
ERBB3	[MASK] is a promising drug target for the treatment of thymus neoplasms.	D013953	Thymus Neoplasms	0
ERBB3	[MASK] is a promising drug target for the treatment of neuroendocrine tumors.	D018358	Neuroendocrine Tumors	0
ERBB4	[MASK] is a promising drug target for the treatment of brain neoplasms.	D001932	Brain Neoplasms	0
ERBB4	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	1
ERBB4	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
ERBB4	[MASK] is a promising drug target for the treatment of glioblastoma.	D005909	Glioblastoma	0
ERBB4	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
ERBB4	[MASK] is a promising drug target for the treatment of medulloblastoma.	D008527	Medulloblastoma	0
ERBB4	[MASK] is a promising drug target for the treatment of pancreatic neoplasms.	D010190	Pancreatic Neoplasms	0
ERBB4	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
ERBB4	[MASK] is a promising drug target for the treatment of skin neoplasms.	D012878	Skin Neoplasms	0
ERBB4	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	0
ERVW-1	[MASK] is a promising drug target for the treatment of covid-19.	D000086382	COVID-19	0
ESR1	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	1
ESR1	[MASK] is a promising drug target for the treatment of contraception.	D003267	Contraception	0
ESR1	[MASK] is a promising drug target for the treatment of dyspareunia.	D004414	Dyspareunia	1
ESR1	[MASK] is a promising drug target for the treatment of endocrine system diseases.	D004700	Endocrine System Diseases	0
ESR1	[MASK] is a promising drug target for the treatment of menopause.	D008593	Menopause	1
ESR1	[MASK] is a promising drug target for the treatment of osteoporosis.	D010024	Osteoporosis	1
ESR1	[MASK] is a promising drug target for the treatment of hormone replacement therapy.	D020249	Hormone Replacement Therapy	1
ESR1	[MASK] is a promising drug target for the treatment of coronary restenosis.	D023903	Coronary Restenosis	0
ESR1	[MASK] is a promising drug target for the treatment of atrophic vaginitis.	D059268	Atrophic Vaginitis	1
ESR2	[MASK] is a promising drug target for the treatment of menopause.	D008593	Menopause	0
EXOG	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
EXOG	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	0
EXOG	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
EXOG	[MASK] is a promising drug target for the treatment of pancreatic neoplasms.	D010190	Pancreatic Neoplasms	0
EXOG	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
EZH1	[MASK] is a promising drug target for the treatment of t-cell lymphoma.	D016399	Lymphoma, T-Cell	1
EZH1	[MASK] is a promising drug target for the treatment of peripheral t-cell lymphoma.	D016411	Lymphoma, T-Cell, Peripheral	1
EZH2	[MASK] is a promising drug target for the treatment of follicular lymphoma.	D008224	Lymphoma, Follicular	1
EZH2	[MASK] is a promising drug target for the treatment of non-hodgkin lymphoma.	D008228	Lymphoma, Non-Hodgkin	1
EZH2	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
EZH2	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	1
EZH2	[MASK] is a promising drug target for the treatment of t-cell lymphoma.	D016399	Lymphoma, T-Cell	1
EZH2	[MASK] is a promising drug target for the treatment of peripheral t-cell lymphoma.	D016411	Lymphoma, T-Cell, Peripheral	1
F10	[MASK] is a promising drug target for the treatment of unstable angina.	D000789	Angina, Unstable	1
F10	[MASK] is a promising drug target for the treatment of arthritis.	D001168	Arthritis	1
F10	[MASK] is a promising drug target for the treatment of hemophilia b.	D002836	Hemophilia B	1
F10	[MASK] is a promising drug target for the treatment of eczema.	D004485	Eczema	1
F10	[MASK] is a promising drug target for the treatment of factor x deficiency.	D005171	Factor X Deficiency	1
F10	[MASK] is a promising drug target for the treatment of hemophilia a.	D006467	Hemophilia A	1
F10	[MASK] is a promising drug target for the treatment of hemorrhage.	D006470	Hemorrhage	1
F10	[MASK] is a promising drug target for the treatment of myocardial infarction.	D009203	Myocardial Infarction	1
F10	[MASK] is a promising drug target for the treatment of prurigo.	D011536	Prurigo	0
F10	[MASK] is a promising drug target for the treatment of pulmonary embolism.	D011655	Pulmonary Embolism	1
F10	[MASK] is a promising drug target for the treatment of operative surgical procedures.	D013514	Surgical Procedures, Operative	1
F10	[MASK] is a promising drug target for the treatment of thrombophlebitis.	D013924	Thrombophlebitis	1
F10	[MASK] is a promising drug target for the treatment of thrombosis.	D013927	Thrombosis	1
F10	[MASK] is a promising drug target for the treatment of venous insufficiency.	D014689	Venous Insufficiency	1
F10	[MASK] is a promising drug target for the treatment of venous thrombosis.	D020246	Venous Thrombosis	1
F10	[MASK] is a promising drug target for the treatment of acute coronary syndrome.	D054058	Acute Coronary Syndrome	0
F11	[MASK] is a promising drug target for the treatment of factor xi deficiency.	D005173	Factor XI Deficiency	1
F2	[MASK] is a promising drug target for the treatment of covid-19.	D000086382	COVID-19	0
F2	[MASK] is a promising drug target for the treatment of afibrinogenemia.	D000347	Afibrinogenemia	1
F2	[MASK] is a promising drug target for the treatment of unstable angina.	D000789	Angina, Unstable	1
F2	[MASK] is a promising drug target for the treatment of blood coagulation disorders.	D001778	Blood Coagulation Disorders	0
F2	[MASK] is a promising drug target for the treatment of brain ischemia.	D002545	Brain Ischemia	1
F2	[MASK] is a promising drug target for the treatment of hemophilia b.	D002836	Hemophilia B	1
F2	[MASK] is a promising drug target for the treatment of disseminated intravascular coagulation.	D004211	Disseminated Intravascular Coagulation	1
F2	[MASK] is a promising drug target for the treatment of hemophilia a.	D006467	Hemophilia A	1
F2	[MASK] is a promising drug target for the treatment of hemorrhage.	D006470	Hemorrhage	1
F2	[MASK] is a promising drug target for the treatment of hypoprothrombinemias.	D007020	Hypoprothrombinemias	1
F2	[MASK] is a promising drug target for the treatment of myocardial infarction.	D009203	Myocardial Infarction	1
F2	[MASK] is a promising drug target for the treatment of pulmonary embolism.	D011655	Pulmonary Embolism	1
F2	[MASK] is a promising drug target for the treatment of operative surgical procedures.	D013514	Surgical Procedures, Operative	1
F2	[MASK] is a promising drug target for the treatment of thrombocytopenia.	D013921	Thrombocytopenia	1
F2	[MASK] is a promising drug target for the treatment of thrombosis.	D013927	Thrombosis	1
F2	[MASK] is a promising drug target for the treatment of venous insufficiency.	D014689	Venous Insufficiency	1
F2	[MASK] is a promising drug target for the treatment of wound healing.	D014945	Wound Healing	1
F2	[MASK] is a promising drug target for the treatment of antithrombin iii deficiency.	D020152	Antithrombin III Deficiency	1
F2	[MASK] is a promising drug target for the treatment of venous thrombosis.	D020246	Venous Thrombosis	1
F2	[MASK] is a promising drug target for the treatment of acute coronary syndrome.	D054058	Acute Coronary Syndrome	0
F2R	[MASK] is a promising drug target for the treatment of hemorrhage.	D006470	Hemorrhage	1
F2R	[MASK] is a promising drug target for the treatment of operative surgical procedures.	D013514	Surgical Procedures, Operative	1
F2R	[MASK] is a promising drug target for the treatment of wound healing.	D014945	Wound Healing	1
F2R	[MASK] is a promising drug target for the treatment of chronic obstructive pulmonary disease.	D029424	Pulmonary Disease, Chronic Obstructive	0
F2R	[MASK] is a promising drug target for the treatment of intervertebral disc degeneration.	D055959	Intervertebral Disc Degeneration	0
F2R	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	0
F2RL1	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	0
F2RL3	[MASK] is a promising drug target for the treatment of brain ischemia.	D002545	Brain Ischemia	0
F2RL3	[MASK] is a promising drug target for the treatment of thrombosis.	D013927	Thrombosis	0
F3	[MASK] is a promising drug target for the treatment of uterine cervical neoplasms.	D002583	Uterine Cervical Neoplasms	1
F7	[MASK] is a promising drug target for the treatment of hemophilia b.	D002836	Hemophilia B	1
F7	[MASK] is a promising drug target for the treatment of factor vii deficiency.	D005168	Factor VII Deficiency	0
F7	[MASK] is a promising drug target for the treatment of hemophilia a.	D006467	Hemophilia A	1
F7	[MASK] is a promising drug target for the treatment of hemorrhage.	D006470	Hemorrhage	1
F7	[MASK] is a promising drug target for the treatment of operative surgical procedures.	D013514	Surgical Procedures, Operative	0
F7	[MASK] is a promising drug target for the treatment of thrombasthenia.	D013915	Thrombasthenia	1
F8	[MASK] is a promising drug target for the treatment of blood coagulation disorders.	D001778	Blood Coagulation Disorders	1
F8	[MASK] is a promising drug target for the treatment of hemophilia a.	D006467	Hemophilia A	1
F8	[MASK] is a promising drug target for the treatment of operative surgical procedures.	D013514	Surgical Procedures, Operative	1
F8	[MASK] is a promising drug target for the treatment of von willebrand diseases.	D014842	von Willebrand Diseases	1
F9	[MASK] is a promising drug target for the treatment of hemophilia b.	D002836	Hemophilia B	1
F9	[MASK] is a promising drug target for the treatment of hemophilia a.	D006467	Hemophilia A	1
F9	[MASK] is a promising drug target for the treatment of hemorrhage.	D006470	Hemorrhage	1
FAAH	[MASK] is a promising drug target for the treatment of social phobia.	D000072861	Phobia, Social	0
FAAH	[MASK] is a promising drug target for the treatment of major depressive disorder.	D003865	Depressive Disorder, Major	0
FAAH	[MASK] is a promising drug target for the treatment of inflammation.	D007249	Inflammation	0
FAAH	[MASK] is a promising drug target for the treatment of neuralgia.	D009437	Neuralgia	0
FAAH	[MASK] is a promising drug target for the treatment of prostatitis.	D011472	Prostatitis	0
FAAH	[MASK] is a promising drug target for the treatment of urethritis.	D014526	Urethritis	0
FAAH	[MASK] is a promising drug target for the treatment of overactive urinary bladder.	D053201	Urinary Bladder, Overactive	0
FAAH	[MASK] is a promising drug target for the treatment of nociceptive pain.	D059226	Nociceptive Pain	0
FAAH	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	0
FADS1	[MASK] is a promising drug target for the treatment of acne vulgaris.	D000152	Acne Vulgaris	0
FADS1	[MASK] is a promising drug target for the treatment of atopic dermatitis.	D003876	Dermatitis, Atopic	0
FADS1	[MASK] is a promising drug target for the treatment of pruritus.	D011537	Pruritus	0
FAP	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	0
FAP	[MASK] is a promising drug target for the treatment of uterine cervical neoplasms.	D002583	Uterine Cervical Neoplasms	0
FAP	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
FAP	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
FAP	[MASK] is a promising drug target for the treatment of pancreatic neoplasms.	D010190	Pancreatic Neoplasms	0
FCGR2B	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
FCGR2B	[MASK] is a promising drug target for the treatment of iga glomerulonephritis.	D005922	Glomerulonephritis, IGA	0
FCGR2B	[MASK] is a promising drug target for the treatment of multiple sclerosis.	D009103	Multiple Sclerosis	0
FCGR2B	[MASK] is a promising drug target for the treatment of idiopathic thrombocytopenic purpura.	D016553	Purpura, Thrombocytopenic, Idiopathic	0
FCGR2B	[MASK] is a promising drug target for the treatment of chronic obstructive pulmonary disease.	D029424	Pulmonary Disease, Chronic Obstructive	0
FCGR3A	[MASK] is a promising drug target for the treatment of mastocytosis.	D008415	Mastocytosis	0
FCGRT	[MASK] is a promising drug target for the treatment of myasthenia gravis.	D009157	Myasthenia Gravis	1
FCGRT	[MASK] is a promising drug target for the treatment of thrombocytopenia.	D013921	Thrombocytopenia	0
FDPS	[MASK] is a promising drug target for the treatment of osteoporosis.	D010024	Osteoporosis	1
FFAR1	[MASK] is a promising drug target for the treatment of diabetic nephropathies.	D003928	Diabetic Nephropathies	0
FFAR1	[MASK] is a promising drug target for the treatment of liver cirrhosis.	D008103	Liver Cirrhosis	0
FFAR1	[MASK] is a promising drug target for the treatment of idiopathic pulmonary fibrosis.	D054990	Idiopathic Pulmonary Fibrosis	0
FFAR1	[MASK] is a promising drug target for the treatment of alstrom syndrome.	D056769	Alstrom Syndrome	0
FFAR2	[MASK] is a promising drug target for the treatment of ulcerative colitis.	D003093	Colitis, Ulcerative	0
FFAR2	[MASK] is a promising drug target for the treatment of inflammatory bowel diseases.	D015212	Inflammatory Bowel Diseases	0
FGA	[MASK] is a promising drug target for the treatment of afibrinogenemia.	D000347	Afibrinogenemia	1
FGA	[MASK] is a promising drug target for the treatment of hemorrhage.	D006470	Hemorrhage	1
FGA	[MASK] is a promising drug target for the treatment of menorrhagia.	D008595	Menorrhagia	0
FGA	[MASK] is a promising drug target for the treatment of operative surgical procedures.	D013514	Surgical Procedures, Operative	1
FGA	[MASK] is a promising drug target for the treatment of wound healing.	D014945	Wound Healing	1
FGA	[MASK] is a promising drug target for the treatment of hearing loss.	D034381	Hearing Loss	0
FGA	[MASK] is a promising drug target for the treatment of intervertebral disc degeneration.	D055959	Intervertebral Disc Degeneration	0
FGA	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	0
FGB	[MASK] is a promising drug target for the treatment of afibrinogenemia.	D000347	Afibrinogenemia	1
FGB	[MASK] is a promising drug target for the treatment of hemorrhage.	D006470	Hemorrhage	1
FGB	[MASK] is a promising drug target for the treatment of operative surgical procedures.	D013514	Surgical Procedures, Operative	1
FGB	[MASK] is a promising drug target for the treatment of wound healing.	D014945	Wound Healing	1
FGB	[MASK] is a promising drug target for the treatment of hearing loss.	D034381	Hearing Loss	0
FGB	[MASK] is a promising drug target for the treatment of intervertebral disc degeneration.	D055959	Intervertebral Disc Degeneration	0
FGB	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	0
FGF1	[MASK] is a promising drug target for the treatment of spinal cord injuries.	D013119	Spinal Cord Injuries	0
FGF2	[MASK] is a promising drug target for the treatment of burns.	D002056	Burns	1
FGF2	[MASK] is a promising drug target for the treatment of skin diseases.	D012871	Skin diseases	1
FGF2	[MASK] is a promising drug target for the treatment of ulcer.	D014456	Ulcer	1
FGF2	[MASK] is a promising drug target for the treatment of vitiligo.	D014820	Vitiligo	1
FGF2	[MASK] is a promising drug target for the treatment of wound healing.	D014945	Wound Healing	1
FGF2	[MASK] is a promising drug target for the treatment of tympanic membrane perforation.	D018058	Tympanic Membrane Perforation	1
FGF2	[MASK] is a promising drug target for the treatment of corneal injuries.	D065306	Corneal Injuries	1
FGF21	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
FGF21	[MASK] is a promising drug target for the treatment of fibrosis.	D005355	Fibrosis	0
FGF21	[MASK] is a promising drug target for the treatment of liver cirrhosis.	D008103	Liver Cirrhosis	0
FGF23	[MASK] is a promising drug target for the treatment of connective tissue neoplasms.	D009372	Neoplasms, Connective Tissue	1
FGF23	[MASK] is a promising drug target for the treatment of osteomalacia.	D010018	Osteomalacia	1
FGF23	[MASK] is a promising drug target for the treatment of hypophosphatemia.	D017674	Hypophosphatemia	1
FGFR1	[MASK] is a promising drug target for the treatment of bile duct neoplasms.	D001650	Bile Duct Neoplasms	1
FGFR1	[MASK] is a promising drug target for the treatment of urinary bladder neoplasms.	D001749	Urinary Bladder Neoplasms	1
FGFR1	[MASK] is a promising drug target for the treatment of burns.	D002056	Burns	1
FGFR1	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
FGFR1	[MASK] is a promising drug target for the treatment of brain ischemia.	D002545	Brain Ischemia	0
FGFR1	[MASK] is a promising drug target for the treatment of leukemia.	D007938	Leukemia	0
